日期,商品名称,分类,单价,销量,销售额,成本,利润
2025-06-21,香薰蜡烛,家居,421.99,2,843.98,363.78,480.2
2025-06-21,桌布套装,家居,441.48,38,16776.24,7775.23,9001.01
2025-06-22,碎花连衣裙,女装,41.44,47,1947.68,983.65,964.03
2025-06-22,高腰阔腿裤,女装,194.95,3,584.85,390.5,194.35
2025-06-22,牛仔短裙,女装,215.3,12,2583.6,1772.61,810.99
2025-06-22,雪纺衬衫,女装,15.55,35,544.25,247.56,296.69
2025-06-22,无线蓝牙耳机,数码,216.76,3,650.28,428.79,221.49
2025-06-22,快充充电器,数码,474.62,37,17560.94,8043.02,9517.92
2025-06-22,手机支架,数码,192.5,9,1732.5,618.35,1114.15
2025-06-22,USB-C 数据线,数码,272.1,12,3265.2,1345.28,1919.92
2025-06-22,屏幕清洁套装,数码,396.9,28,11113.2,6945.22,4167.98
2025-06-22,乳胶枕头,家居,221.93,2,443.86,169.0,274.86
2025-06-22,收纳箱三件套,家居,248.71,9,2238.39,825.12,1413.27
2025-06-23,碎花连衣裙,女装,446.72,30,13401.6,6711.86,6689.74
2025-06-23,高腰阔腿裤,女装,363.18,24,8716.32,5173.45,3542.87
2025-06-23,针织开衫,女装,431.22,3,1293.66,859.67,433.99
2025-06-23,牛仔短裙,女装,181.72,9,1635.48,661.39,974.09
2025-06-23,雪纺衬衫,女装,97.08,24,2329.92,912.5,1417.42
2025-06-23,口红套装,美妆,386.2,21,8110.2,4092.62,4017.58
2025-06-23,眼线笔,美妆,471.52,22,10373.44,4266.91,6106.53
2025-06-23,无线蓝牙耳机,数码,215.11,29,6238.19,4340.36,1897.83
2025-06-23,快充充电器,数码,90.31,4,361.24,173.02,188.22
2025-06-23,手机支架,数码,127.11,23,2923.53,1569.57,1353.96
2025-06-23,USB-C 数据线,数码,448.31,6,2689.86,841.53,1848.33
2025-06-23,屏幕清洁套装,数码,413.03,4,1652.12,1006.43,645.69
2025-06-23,乳胶枕头,家居,280.91,17,4775.47,1881.33,2894.14
2025-06-23,遮光窗帘,家居,83.52,12,1002.24,380.51,621.73
2025-06-23,收纳箱三件套,家居,325.79,43,14008.97,5272.99,8735.98
2025-06-23,桌布套装,家居,185.45,32,5934.4,2256.48,3677.92
2025-06-24,碎花连衣裙,女装,81.68,36,2940.48,1232.56,1707.92
2025-06-24,高腰阔腿裤,女装,251.45,15,3771.75,1805.16,1966.59
2025-06-24,针织开衫,女装,200.32,14,2804.48,1653.23,1151.25
2025-06-24,雪纺衬衫,女装,281.22,39,10967.58,3689.39,7278.19
2025-06-24,保湿面霜,美妆,157.24,27,4245.48,1737.51,2507.97
2025-06-24,口红套装,美妆,141.66,18,2549.88,1768.82,781.06
2025-06-24,眼线笔,美妆,32.98,44,1451.12,442.67,1008.45
2025-06-24,手机支架,数码,370.8,9,3337.2,1507.0,1830.2
2025-06-24,USB-C 数据线,数码,27.55,14,385.7,184.65,201.05
2025-06-24,屏幕清洁套装,数码,491.7,16,7867.2,3129.62,4737.58
2025-06-24,乳胶枕头,家居,328.73,36,11834.28,4663.81,7170.47
2025-06-24,遮光窗帘,家居,205.76,28,5761.28,2623.21,3138.07
2025-06-24,收纳箱三件套,家居,282.35,31,8752.85,5857.12,2895.73
2025-06-24,香薰蜡烛,家居,158.06,23,3635.38,1794.4,1840.98
2025-06-25,高腰阔腿裤,女装,87.74,48,4211.52,1773.37,2438.15
2025-06-25,保湿面霜,美妆,462.33,43,19880.19,9717.14,10163.05
2025-06-25,防晒喷雾,美妆,259.2,21,5443.2,3198.63,2244.57
2025-06-25,口红套装,美妆,274.09,41,11237.69,3553.66,7684.03
2025-06-25,卸妆油,美妆,263.79,1,263.79,139.32,124.47
2025-06-25,无线蓝牙耳机,数码,40.46,15,606.9,203.57,403.33
2025-06-25,快充充电器,数码,222.68,15,3340.2,2023.66,1316.54
2025-06-25,手机支架,数码,163.25,1,163.25,55.97,107.28
2025-06-25,USB-C 数据线,数码,165.6,24,3974.4,2176.5,1797.9
2025-06-25,收纳箱三件套,家居,93.6,14,1310.4,551.28,759.12
2025-06-25,桌布套装,家居,216.33,31,6706.23,3583.43,3122.8
2025-06-26,碎花连衣裙,女装,286.48,31,8880.88,4984.31,3896.57
2025-06-26,高腰阔腿裤,女装,278.22,27,7511.94,4378.97,3132.97
2025-06-26,牛仔短裙,女装,178.62,17,3036.54,2116.59,919.95
2025-06-26,保湿面霜,美妆,117.29,38,4457.02,2330.1,2126.92
2025-06-26,防晒喷雾,美妆,29.72,10,297.2,134.98,162.22
2025-06-26,手机支架,数码,447.4,5,2237.0,1369.11,867.89
2025-06-26,USB-C 数据线,数码,102.53,12,1230.36,435.58,794.78
2025-06-26,屏幕清洁套装,数码,325.41,1,325.41,183.22,142.19
2025-06-26,遮光窗帘,家居,438.54,44,19295.76,5796.19,13499.57
2025-06-26,收纳箱三件套,家居,310.89,25,7772.25,4438.3,3333.95
2025-06-26,香薰蜡烛,家居,195.28,33,6444.24,3130.99,3313.25
2025-06-26,桌布套装,家居,36.37,14,509.18,189.55,319.63
2025-06-27,高腰阔腿裤,女装,24.37,33,804.21,344.59,459.62
2025-06-27,针织开衫,女装,492.31,28,13784.68,7642.4,6142.28
2025-06-27,牛仔短裙,女装,24.54,48,1177.92,431.28,746.64
2025-06-27,雪纺衬衫,女装,195.82,26,5091.32,3517.03,1574.29
2025-06-27,保湿面霜,美妆,366.91,44,16144.04,7980.14,8163.9
2025-06-27,口红套装,美妆,82.6,10,826.0,293.87,532.13
2025-06-27,眼线笔,美妆,89.91,38,3416.58,2301.74,1114.84
2025-06-27,卸妆油,美妆,100.75,28,2821.0,1258.23,1562.77
2025-06-27,无线蓝牙耳机,数码,121.57,18,2188.26,1002.51,1185.75
2025-06-27,手机支架,数码,324.58,29,9412.82,2899.28,6513.54
2025-06-27,USB-C 数据线,数码,314.41,29,9117.89,4619.68,4498.21
2025-06-27,乳胶枕头,家居,292.61,20,5852.2,1756.56,4095.64
2025-06-27,收纳箱三件套,家居,327.67,46,15072.82,6117.13,8955.69
2025-06-27,香薰蜡烛,家居,90.86,4,363.44,206.13,157.31
2025-06-27,桌布套装,家居,356.2,1,356.2,143.62,212.58
2025-06-28,碎花连衣裙,女装,114.78,42,4820.76,3340.73,1480.03
2025-06-28,牛仔短裙,女装,472.54,17,8033.18,5516.32,2516.86
2025-06-28,雪纺衬衫,女装,218.23,38,8292.74,2834.82,5457.92
2025-06-28,保湿面霜,美妆,242.93,5,1214.65,584.15,630.5
2025-06-28,防晒喷雾,美妆,335.07,4,1340.28,456.31,883.97
2025-06-28,口红套装,美妆,80.33,3,240.99,90.08,150.91
2025-06-28,无线蓝牙耳机,数码,132.83,44,5844.52,3888.72,1955.8
2025-06-28,手机支架,数码,78.09,47,3670.23,2392.88,1277.35
2025-06-28,屏幕清洁套装,数码,341.07,7,2387.49,1173.27,1214.22
2025-06-28,乳胶枕头,家居,300.86,38,11432.68,7761.84,3670.84
2025-06-28,遮光窗帘,家居,298.27,9,2684.43,1111.83,1572.6
2025-06-28,香薰蜡烛,家居,310.78,30,9323.4,5121.5,4201.9
2025-06-29,高腰阔腿裤,女装,473.69,2,947.38,335.82,611.56
2025-06-29,雪纺衬衫,女装,464.39,32,14860.48,6706.61,8153.87
2025-06-29,保湿面霜,美妆,274.99,49,13474.51,4889.98,8584.53
2025-06-29,防晒喷雾,美妆,494.31,12,5931.72,4078.62,1853.1
2025-06-29,口红套装,美妆,455.14,7,3185.98,1431.04,1754.94
2025-06-29,卸妆油,美妆,57.74,13,750.62,449.86,300.76
2025-06-29,无线蓝牙耳机,数码,483.36,17,8217.12,3445.9,4771.22
2025-06-29,快充充电器,数码,444.71,48,21346.08,11938.89,9407.19
2025-06-29,USB-C 数据线,数码,76.95,26,2000.7,610.63,1390.07
2025-06-29,遮光窗帘,家居,180.61,44,7946.84,5530.64,2416.2
2025-06-29,收纳箱三件套,家居,163.51,45,7357.95,2588.35,4769.6
2025-06-29,香薰蜡烛,家居,463.73,39,18085.47,8220.96,9864.51
2025-06-29,桌布套装,家居,191.38,45,8612.1,5509.01,3103.09
